,id,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,lot_config,land_slope,neighborhood,condition_1,bldg_type,house_style,overall_qual,year_built,roof_style,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_area,garage_cond,wood_deck_sf,saleprice,exterior,porch,remodelled,pool
356,943.0,c (all),105.0,8470.0,1,lvl,corner,gtl,idotrr,feedr,1fam,1.5fin,3.0,1915.0,hip,none,0.0,2,cblock,3,1,unf,0.0,unf,1013.0,1013.0,3,1013.0,0.0,1526.0,0.0,1.0,0.0,2,6.0,typ,0.0,0,none,none,0.0,none,0.0,85000.0,wood,0,1.0,0
357,735.0,rm,50.0,6000.0,0,lvl,inside,gtl,brkside,norm,1fam,1.5fin,6.0,1937.0,gable,none,0.0,4,brktil,3,1,unf,0.0,unf,698.0,698.0,3,786.0,390.0,1176.0,0.0,1.0,0.0,3,4.0,typ,0.0,0,detchd,unf,624.0,ta,210.0,134900.0,metal,0,1.0,0
358,2741.0,rl,70.0,10519.0,0,lvl,inside,gtl,edwards,norm,1fam,1story,5.0,1955.0,hip,stone,164.0,3,cblock,3,2,unf,0.0,unf,1057.0,1057.0,4,1057.0,0.0,1057.0,0.0,1.0,0.0,4,6.0,typ,0.0,0,attchd,unf,288.0,ta,0.0,137000.0,metal,0,1.0,0
359,1106.0,rl,91.0,10437.0,1,lvl,inside,gtl,noridge,norm,1fam,1story,8.0,1995.0,hip,brkface,660.0,4,pconc,4,4,glq,1696.0,unf,413.0,2109.0,5,2113.0,0.0,2113.0,1.0,2.0,1.0,4,7.0,typ,1.0,3,attchd,fin,839.0,ta,236.0,350000.0,metal,1,0.0,0
360,2375.0,rl,65.0,7514.0,0,lvl,inside,gtl,names,norm,1fam,1story,5.0,1967.0,hip,none,0.0,3,cblock,3,2,alq,373.0,rec,462.0,943.0,3,1387.0,0.0,1387.0,1.0,1.0,0.0,3,6.0,typ,1.0,3,attchd,rfn,300.0,ta,0.0,145000.0,metal,0,1.0,0
361,1701.0,rl,118.0,13654.0,1,lvl,culdsac,gtl,nridght,norm,1fam,2story,9.0,2005.0,gable,brkface,365.0,4,pconc,5,4,unf,0.0,unf,1704.0,1704.0,5,1722.0,1036.0,2758.0,0.0,2.0,1.0,5,9.0,typ,1.0,5,builtin,fin,814.0,ta,282.0,418000.0,metal,1,1.0,0
362,2657.0,rm,48.0,5747.0,0,lvl,inside,gtl,oldtown,norm,1fam,1story,3.0,1920.0,gable,none,0.0,3,pconc,3,1,unf,0.0,unf,798.0,798.0,4,840.0,0.0,840.0,0.0,1.0,0.0,2,5.0,typ,0.0,0,detchd,unf,250.0,fa,112.0,64000.0,wood,0,1.0,0
363,907.0,rh,55.0,4500.0,2,bnk,inside,gtl,swisu,norm,1fam,1.5fin,5.0,1932.0,gable,none,0.0,3,brktil,3,1,rec,182.0,unf,611.0,793.0,5,848.0,672.0,1520.0,0.0,1.0,0.0,3,6.0,typ,0.0,0,detchd,unf,281.0,ta,0.0,159434.0,vinyl,0,1.0,0
364,1777.0,rl,91.0,11830.0,0,lvl,inside,gtl,somerst,feedr,1fam,1story,8.0,2007.0,gable,brkface,164.0,4,pconc,4,1,glq,1220.0,unf,322.0,1542.0,5,1542.0,0.0,1542.0,1.0,2.0,0.0,4,6.0,typ,1.0,4,attchd,unf,852.0,ta,168.0,260261.0,vinyl,1,0.0,0
365,164.0,rl,71.0,8520.0,0,lvl,corner,gtl,names,artery,1fam,1.5fin,5.0,1952.0,gable,none,0.0,3,cblock,3,1,rec,507.0,unf,403.0,910.0,2,910.0,475.0,1385.0,0.0,2.0,0.0,3,6.0,typ,0.0,0,detchd,unf,720.0,ta,0.0,166000.0,brick,0,0.0,0
366,1973.0,rl,66.0,6760.0,0,lvl,inside,gtl,names,norm,1fam,sfoyer,5.0,1962.0,gable,none,0.0,3,cblock,3,3,alq,734.0,unf,162.0,896.0,3,936.0,0.0,936.0,1.0,1.0,0.0,3,6.0,typ,1.0,1,attchd,rfn,288.0,ta,24.0,130000.0,wood,1,0.0,0
367,2857.0,rl,51.0,6191.0,0,lvl,corner,gtl,swisu,norm,1fam,1.5fin,5.0,1941.0,gable,none,0.0,3,cblock,2,1,lwq,384.0,unf,440.0,824.0,3,824.0,464.0,1288.0,0.0,1.0,0.0,3,6.0,typ,0.0,0,detchd,unf,240.0,ta,0.0,112000.0,wood,0,1.0,0
368,1208.0,rl,80.0,8700.0,0,lvl,inside,gtl,names,norm,1fam,1story,5.0,1963.0,hip,brkface,148.0,3,cblock,3,2,alq,776.0,unf,344.0,1120.0,4,1128.0,0.0,1128.0,1.0,2.0,0.0,3,6.0,typ,0.0,0,attchd,rfn,525.0,ta,192.0,155000.0,metal,1,0.0,0
369,319.0,rl,92.0,12003.0,0,lvl,corner,gtl,timber,norm,1fam,2story,8.0,2009.0,gable,brkface,84.0,4,pconc,5,1,unf,0.0,unf,774.0,774.0,5,774.0,1194.0,1968.0,0.0,2.0,1.0,5,8.0,typ,1.0,4,builtin,fin,680.0,ta,0.0,269500.0,vinyl,1,1.0,0
370,2567.0,rl,72.0,12700.0,1,lvl,inside,gtl,names,norm,1fam,slvl,6.0,1964.0,gable,none,0.0,3,cblock,3,1,alq,939.0,unf,307.0,1246.0,3,1246.0,0.0,1246.0,1.0,1.0,0.0,3,6.0,typ,2.0,4,attchd,rfn,441.0,ta,0.0,172000.0,wood,1,0.0,0
371,2222.0,rl,75.0,13125.0,0,lvl,inside,gtl,crawfor,norm,1fam,2story,7.0,1940.0,gable,none,0.0,3,cblock,3,1,blq,410.0,unf,390.0,800.0,3,960.0,780.0,1740.0,0.0,1.0,1.0,3,6.0,typ,2.0,4,attchd,unf,240.0,ta,0.0,219500.0,wood,0,1.0,0
372,2493.0,rl,70.0,8638.0,1,lvl,inside,gtl,sawyer,rrae,1fam,1story,5.0,1963.0,gable,none,0.0,3,pconc,3,1,alq,181.0,unf,744.0,925.0,4,925.0,0.0,925.0,1.0,1.0,0.0,3,5.0,typ,0.0,0,detchd,unf,484.0,ta,203.0,133500.0,wood,1,0.0,0
373,1757.0,rl,76.0,9967.0,1,lvl,inside,gtl,gilbert,norm,1fam,slvl,7.0,2000.0,gable,none,0.0,3,pconc,4,1,unf,0.0,unf,384.0,384.0,5,774.0,656.0,1430.0,0.0,2.0,1.0,3,8.0,typ,1.0,3,builtin,rfn,400.0,ta,100.0,170000.0,vinyl,0,0.0,0
374,184.0,rm,60.0,9600.0,0,lvl,corner,gtl,oldtown,norm,1fam,2story,8.0,1900.0,gable,none,0.0,4,brktil,3,1,unf,0.0,unf,930.0,930.0,3,930.0,636.0,1566.0,0.0,2.0,0.0,4,7.0,typ,0.0,0,detchd,unf,288.0,ta,54.0,150000.0,wood,1,1.0,0
375,1248.0,rl,72.0,12774.0,0,lvl,inside,sev,names,norm,1fam,1story,5.0,1953.0,hip,none,0.0,3,pconc,3,1,blq,624.0,lwq,232.0,984.0,3,950.0,0.0,950.0,0.0,1.0,0.0,3,5.0,typ,0.0,0,detchd,unf,400.0,ta,0.0,130000.0,metal,1,0.0,0
376,2574.0,rl,70.0,8163.0,0,lvl,inside,gtl,names,norm,1fam,slvl,5.0,1959.0,gable,brkface,128.0,3,cblock,3,3,alq,748.0,blq,102.0,1144.0,3,1144.0,0.0,1144.0,1.0,1.0,0.0,3,6.0,typ,1.0,3,attchd,rfn,796.0,ta,86.0,143000.0,wood,0,0.0,0
377,1215.0,rl,90.0,9900.0,0,lvl,corner,gtl,names,norm,1fam,1story,5.0,1961.0,gable,none,0.0,3,cblock,3,1,unf,0.0,unf,1114.0,1114.0,3,1114.0,0.0,1114.0,1.0,1.0,0.0,3,5.0,typ,0.0,0,attchd,rfn,451.0,ta,0.0,140000.0,wood,0,0.0,0
378,1614.0,rl,95.0,13651.0,1,lvl,inside,gtl,names,norm,1fam,1story,7.0,1973.0,gable,brkface,1115.0,3,cblock,4,4,alq,1880.0,unf,343.0,2223.0,5,2223.0,0.0,2223.0,1.0,2.0,0.0,3,8.0,typ,2.0,4,attchd,fin,516.0,ta,300.0,244000.0,wood,0,0.0,0
379,2039.0,rm,60.0,7200.0,0,lvl,inside,gtl,idotrr,norm,1fam,2.5unf,5.0,1920.0,gable,none,0.0,3,brktil,3,1,unf,0.0,unf,530.0,530.0,3,581.0,530.0,1111.0,0.0,1.0,0.0,2,6.0,typ,0.0,0,detchd,unf,288.0,ta,0.0,101000.0,metal,0,1.0,0
380,2669.0,rm,65.0,9750.0,0,lvl,inside,gtl,oldtown,norm,1fam,1story,5.0,1958.0,hip,none,0.0,3,cblock,3,1,unf,0.0,unf,960.0,960.0,5,960.0,0.0,960.0,0.0,1.0,0.0,3,5.0,typ,0.0,0,detchd,unf,624.0,ta,0.0,125000.0,wood,0,0.0,0
381,1005.0,rl,73.0,11184.0,1,lvl,corner,gtl,gilbert,norm,1fam,2story,6.0,1998.0,gable,none,0.0,3,pconc,4,1,unf,0.0,unf,932.0,932.0,4,932.0,701.0,1633.0,0.0,2.0,1.0,3,7.0,typ,1.0,3,attchd,fin,460.0,ta,0.0,183000.0,vinyl,1,0.0,0
382,753.0,rm,92.0,5520.0,0,lvl,corner,gtl,oldtown,norm,1fam,2.5fin,6.0,1912.0,gable,none,0.0,3,cblock,3,1,unf,0.0,unf,755.0,755.0,5,929.0,929.0,2229.0,0.0,1.0,0.0,3,8.0,typ,0.0,0,none,none,0.0,none,0.0,104000.0,wood,1,1.0,0
383,1275.0,rl,64.0,6390.0,0,lvl,corner,gtl,names,feedr,1fam,1.5unf,6.0,1954.0,gable,none,0.0,3,cblock,3,1,unf,0.0,unf,936.0,936.0,3,984.0,0.0,984.0,1.0,1.0,0.0,3,4.0,typ,0.0,0,detchd,unf,280.0,ta,0.0,112500.0,metal,0,0.0,0
384,2350.0,rl,79.0,10240.0,0,lvl,inside,gtl,nwames,norm,1fam,1story,6.0,1980.0,gable,brkface,157.0,3,cblock,4,1,blq,625.0,lwq,0.0,1686.0,3,1686.0,0.0,1686.0,1.0,2.0,0.0,3,7.0,typ,1.0,3,attchd,unf,612.0,ta,384.0,207500.0,wood,1,0.0,0
385,2762.0,rl,78.0,9316.0,0,lvl,inside,gtl,collgcr,norm,1fam,1story,7.0,2005.0,gable,brkface,140.0,4,pconc,4,4,glq,56.0,unf,1558.0,1614.0,5,1614.0,0.0,1614.0,0.0,2.0,0.0,4,7.0,typ,1.0,4,attchd,fin,576.0,ta,100.0,225000.0,vinyl,1,0.0,0
386,2788.0,rl,60.0,7200.0,0,low,inside,gtl,collgcr,norm,1fam,1story,5.0,1972.0,gable,none,0.0,3,cblock,3,1,blq,437.0,unf,427.0,864.0,5,864.0,0.0,864.0,0.0,1.0,0.0,3,5.0,typ,0.0,0,detchd,unf,297.0,ta,0.0,119900.0,vinyl,0,0.0,0
387,2384.0,rl,108.0,12228.0,0,lvl,corner,gtl,nridght,norm,1fam,1story,7.0,2006.0,hip,stone,206.0,4,pconc,5,1,unf,0.0,unf,1721.0,1721.0,5,1740.0,0.0,1740.0,0.0,2.0,0.0,4,8.0,typ,0.0,0,attchd,rfn,874.0,ta,0.0,293000.0,vinyl,1,0.0,0
388,2716.0,rl,78.0,10335.0,1,lvl,inside,gtl,sawyer,norm,1fam,1story,5.0,1968.0,gable,none,0.0,3,cblock,3,1,rec,570.0,unf,891.0,1461.0,4,1721.0,0.0,1721.0,0.0,2.0,1.0,3,7.0,min1,1.0,3,attchd,rfn,440.0,ta,0.0,180000.0,wood,1,1.0,0
389,313.0,rl,74.0,12328.0,1,lvl,inside,gtl,mitchel,norm,1fam,slvl,6.0,1976.0,gable,brkface,335.0,3,cblock,3,3,glq,539.0,unf,473.0,1012.0,3,1034.0,0.0,1034.0,1.0,1.0,0.0,3,6.0,typ,0.0,0,attchd,unf,888.0,ta,0.0,169900.0,wood,0,0.0,0
390,84.0,rm,68.0,8930.0,0,lvl,inside,gtl,sawyer,rrae,duplex,1.5fin,6.0,1978.0,gable,none,0.0,3,slab,0,0,none,0.0,none,0.0,0.0,3,1318.0,584.0,1902.0,0.0,2.0,0.0,3,8.0,typ,0.0,0,attchd,unf,539.0,ta,0.0,112000.0,vinyl,0,0.0,0
391,81.0,rl,81.0,9672.0,0,lvl,corner,gtl,sawyerw,norm,1fam,1story,6.0,1984.0,hip,none,0.0,3,pconc,4,1,glq,338.0,unf,702.0,1040.0,3,1097.0,0.0,1097.0,0.0,2.0,0.0,3,6.0,typ,0.0,0,attchd,unf,480.0,ta,0.0,152000.0,wood,0,1.0,0
392,2389.0,rl,120.0,13975.0,1,lvl,corner,gtl,nridght,norm,1fam,2story,9.0,2005.0,hip,brkface,525.0,4,pconc,4,3,unf,0.0,unf,1090.0,1090.0,5,1117.0,1089.0,2206.0,0.0,2.0,1.0,5,10.0,typ,1.0,4,builtin,fin,670.0,ta,148.0,300000.0,vinyl,1,1.0,0
393,280.0,rl,94.0,7819.0,0,lvl,inside,gtl,edwards,norm,1fam,slvl,6.0,1976.0,gable,none,0.0,3,cblock,3,3,alq,422.0,blq,480.0,1029.0,3,1117.0,0.0,1117.0,1.0,1.0,0.0,3,6.0,typ,1.0,3,detchd,unf,672.0,ta,144.0,107000.0,wood,0,0.0,0
394,190.0,rm,60.0,11340.0,0,lvl,inside,gtl,oldtown,norm,2fmcon,2story,4.0,1885.0,gable,none,0.0,3,pconc,3,1,unf,0.0,unf,777.0,777.0,4,1246.0,1044.0,2290.0,0.0,2.0,0.0,3,11.0,typ,0.0,0,detchd,unf,560.0,ta,0.0,122500.0,vinyl,0,1.0,0
395,2371.0,rm,21.0,1680.0,0,lvl,inside,gtl,brdale,norm,twnhs,2story,6.0,1972.0,gable,brkface,504.0,3,cblock,3,1,alq,276.0,unf,207.0,483.0,3,483.0,465.0,948.0,0.0,1.0,1.0,3,5.0,typ,0.0,0,detchd,unf,264.0,ta,0.0,89000.0,wood,0,0.0,0
396,213.0,rl,65.0,6001.0,1,bnk,inside,mod,swisu,norm,1fam,1.5fin,6.0,1940.0,gable,none,0.0,3,cblock,2,1,lwq,368.0,unf,232.0,600.0,5,600.0,319.0,919.0,0.0,1.0,0.0,3,5.0,typ,0.0,0,detchd,unf,231.0,ta,0.0,95000.0,vinyl,0,1.0,0
397,1864.0,rl,78.0,11700.0,0,lvl,inside,gtl,nwames,rran,1fam,1story,6.0,1968.0,gable,brkface,41.0,3,cblock,3,1,unf,0.0,unf,912.0,912.0,5,1152.0,0.0,1152.0,1.0,1.0,1.0,3,7.0,typ,0.0,0,attchd,rfn,412.0,ta,0.0,143450.0,metal,1,0.0,0
398,37.0,rl,102.0,12858.0,1,lvl,inside,gtl,nridght,norm,1fam,2story,9.0,2009.0,gable,stone,162.0,5,pconc,5,1,unf,0.0,unf,1590.0,1590.0,5,1627.0,707.0,2334.0,0.0,2.0,1.0,5,10.0,typ,1.0,4,attchd,fin,751.0,ta,144.0,376162.0,vinyl,1,1.0,0
399,146.0,rl,73.0,9300.0,0,lvl,inside,gtl,names,feedr,1fam,1story,5.0,1960.0,gable,brkface,324.0,3,cblock,3,1,rec,697.0,unf,571.0,1268.0,3,1264.0,0.0,1264.0,1.0,1.0,0.0,3,6.0,typ,2.0,4,attchd,unf,461.0,ta,0.0,167500.0,metal,0,0.0,0
400,809.0,rl,64.0,7018.0,0,bnk,inside,gtl,sawyerw,feedr,duplex,sfoyer,5.0,1979.0,gable,stone,275.0,3,cblock,4,3,glq,1086.0,unf,0.0,1086.0,3,1224.0,0.0,1224.0,2.0,0.0,2.0,3,6.0,typ,2.0,3,detchd,unf,528.0,ta,120.0,153337.0,wood,0,0.0,0
401,767.0,rh,54.0,6629.0,0,lvl,inside,gtl,edwards,artery,1fam,2story,6.0,1925.0,gambrel,none,0.0,3,brktil,3,1,blq,551.0,unf,121.0,672.0,3,697.0,672.0,1369.0,1.0,2.0,0.0,3,6.0,typ,0.0,0,detchd,unf,300.0,ta,147.0,103600.0,wood,0,1.0,0
402,262.0,rl,75.0,10650.0,0,lvl,corner,gtl,collgcr,norm,1fam,1story,5.0,1976.0,gable,none,0.0,3,cblock,3,3,lwq,182.0,alq,0.0,894.0,3,894.0,0.0,894.0,1.0,1.0,0.0,3,5.0,typ,0.0,0,attchd,unf,308.0,ta,365.0,128200.0,wood,0,0.0,0
403,101.0,fv,73.0,2117.0,0,lvl,inside,gtl,somerst,norm,twnhs,2story,6.0,2000.0,gable,brkface,216.0,4,pconc,4,1,glq,378.0,unf,378.0,756.0,5,769.0,804.0,1573.0,0.0,2.0,1.0,4,5.0,typ,0.0,0,detchd,unf,440.0,ta,0.0,177500.0,metal,1,0.0,0
404,48.0,rl,105.0,13650.0,0,lvl,corner,gtl,nridght,norm,1fam,2story,8.0,2002.0,gable,brkface,232.0,4,pconc,4,4,glq,578.0,unf,1093.0,1671.0,5,1687.0,563.0,2250.0,1.0,2.0,1.0,4,7.0,typ,1.0,5,attchd,fin,756.0,ta,238.0,320000.0,vinyl,1,0.0,0
405,489.0,rl,42.0,8433.0,1,lvl,inside,gtl,gilbert,norm,1fam,2story,6.0,2000.0,gable,none,0.0,3,pconc,4,1,glq,683.0,unf,111.0,794.0,5,819.0,695.0,1514.0,1.0,2.0,1.0,3,7.0,typ,1.0,3,attchd,fin,394.0,ta,0.0,190000.0,vinyl,1,0.0,0
406,2369.0,rm,21.0,1680.0,0,lvl,inside,gtl,brdale,norm,twnhs,2story,6.0,1971.0,gable,brkface,236.0,3,cblock,3,1,unf,0.0,unf,672.0,672.0,3,672.0,546.0,1218.0,0.0,1.0,1.0,3,7.0,typ,0.0,0,none,none,0.0,none,201.0,91500.0,aggregate,0,0.0,0
407,707.0,rm,50.0,6000.0,0,lvl,inside,gtl,oldtown,norm,2fmcon,1.5fin,5.0,1954.0,gable,none,0.0,3,cblock,3,1,unf,0.0,unf,811.0,811.0,3,811.0,576.0,1387.0,0.0,2.0,0.0,4,7.0,typ,0.0,0,builtin,unf,256.0,ta,0.0,93000.0,wood,0,0.0,0
408,1556.0,c (all),50.0,8500.0,0,lvl,inside,gtl,idotrr,feedr,1fam,2story,4.0,1920.0,gambrel,none,0.0,3,brktil,3,1,unf,0.0,unf,649.0,649.0,3,649.0,668.0,1317.0,0.0,1.0,0.0,3,6.0,typ,0.0,0,detchd,unf,250.0,fa,0.0,40000.0,brick,1,1.0,0
409,2034.0,rm,60.0,6882.0,0,lvl,inside,gtl,idotrr,norm,1fam,2story,6.0,1914.0,gable,none,0.0,3,pconc,3,1,unf,0.0,unf,684.0,684.0,3,773.0,582.0,1355.0,0.0,1.0,1.0,4,7.0,typ,0.0,0,none,none,0.0,none,136.0,127000.0,wood,0,1.0,0
410,308.0,c (all),66.0,8712.0,0,lvl,corner,gtl,idotrr,norm,1fam,1story,4.0,1896.0,hip,none,0.0,2,cblock,3,1,unf,0.0,unf,756.0,756.0,4,952.0,0.0,952.0,0.0,1.0,0.0,3,5.0,typ,0.0,0,detchd,rfn,330.0,ta,0.0,50138.0,wood,0,1.0,0
411,2176.0,rl,62.5,7917.0,1,lvl,corner,gtl,edwards,norm,1fam,1story,6.0,1976.0,hip,brkface,174.0,3,cblock,3,1,blq,751.0,unf,392.0,1143.0,3,1113.0,0.0,1113.0,1.0,1.0,1.0,3,6.0,typ,1.0,2,attchd,rfn,504.0,gd,370.0,148000.0,wood,1,0.0,0
412,1549.0,rm,71.0,6900.0,0,lvl,inside,gtl,idotrr,norm,1fam,1story,5.0,1940.0,gable,none,0.0,3,cblock,3,1,alq,403.0,rec,212.0,740.0,5,778.0,0.0,778.0,0.0,1.0,0.0,3,4.0,typ,1.0,4,detchd,fin,924.0,ex,0.0,120500.0,vinyl,1,1.0,0
413,909.0,rl,60.0,9900.0,0,lvl,inside,gtl,swisu,norm,1fam,1.5fin,6.0,1940.0,gable,none,0.0,3,brktil,3,1,unf,0.0,unf,778.0,778.0,3,944.0,545.0,1489.0,0.0,2.0,0.0,3,7.0,typ,1.0,4,detchd,unf,240.0,ta,335.0,139500.0,vinyl,0,1.0,0
414,892.0,rl,86.0,13286.0,1,lvl,inside,gtl,edwards,norm,1fam,1story,9.0,2007.0,hip,stone,340.0,5,pconc,5,1,glq,1234.0,unf,464.0,1698.0,5,1698.0,0.0,1698.0,1.0,2.0,0.0,5,8.0,typ,1.0,4,attchd,fin,768.0,ta,327.0,320000.0,aggregate,1,1.0,0
415,2045.0,rl,107.0,12888.0,0,bnk,inside,gtl,sawyer,feedr,1fam,2story,7.0,1937.0,gable,none,0.0,3,cblock,3,1,alq,288.0,unf,717.0,1005.0,3,1262.0,1005.0,2267.0,1.0,1.0,1.0,3,7.0,typ,2.0,4,attchd,fin,498.0,ta,521.0,219000.0,wood,0,1.0,0
416,2927.0,rl,74.0,8885.0,1,low,inside,mod,mitchel,norm,1fam,1story,5.0,1983.0,gable,none,0.0,3,cblock,4,3,blq,301.0,alq,239.0,864.0,3,902.0,0.0,902.0,1.0,1.0,0.0,3,5.0,typ,0.0,0,attchd,unf,484.0,ta,164.0,131000.0,wood,0,0.0,0
417,1732.0,rl,62.0,8857.0,1,lvl,inside,gtl,gilbert,norm,1fam,2story,6.0,2006.0,gable,none,0.0,4,pconc,4,1,unf,0.0,unf,738.0,738.0,5,738.0,757.0,1495.0,0.0,2.0,1.0,4,7.0,typ,1.0,4,attchd,rfn,440.0,ta,100.0,171925.0,vinyl,1,0.0,0
418,998.0,rl,53.0,14137.0,1,lvl,inside,gtl,gilbert,norm,1fam,1story,5.0,1996.0,gable,none,0.0,4,pconc,4,1,glq,450.0,unf,898.0,1348.0,4,1384.0,0.0,1384.0,1.0,2.0,0.0,4,7.0,typ,0.0,0,attchd,unf,404.0,ta,0.0,177900.0,wood,1,1.0,0
419,2203.0,rl,53.0,6720.0,0,lvl,inside,gtl,crawfor,norm,1fam,2story,6.0,1921.0,gable,none,0.0,3,brktil,3,1,unf,0.0,unf,585.0,585.0,3,851.0,585.0,1436.0,0.0,1.0,0.0,3,7.0,typ,1.0,4,detchd,unf,228.0,ta,184.0,141500.0,vinyl,0,1.0,0
420,356.0,rl,60.0,7500.0,0,lvl,inside,gtl,gilbert,norm,1fam,2story,6.0,1998.0,gable,none,0.0,4,pconc,4,1,glq,476.0,unf,476.0,952.0,4,952.0,684.0,1636.0,1.0,2.0,1.0,3,7.0,typ,1.0,3,attchd,fin,440.0,ta,0.0,191000.0,vinyl,1,1.0,0
421,2475.0,rl,63.0,13072.0,0,lvl,inside,gtl,sawyerw,rrae,1fam,1story,6.0,2004.0,gable,none,0.0,3,pconc,4,1,alq,941.0,unf,217.0,1158.0,5,1158.0,0.0,1158.0,1.0,1.0,1.0,4,5.0,typ,0.0,0,detchd,unf,576.0,ta,0.0,158000.0,vinyl,1,0.0,0
422,2264.0,rl,67.0,10656.0,1,hls,inside,gtl,timber,norm,1fam,1story,8.0,2006.0,gable,stone,274.0,4,pconc,4,3,unf,0.0,unf,1638.0,1638.0,5,1646.0,0.0,1646.0,0.0,2.0,0.0,4,6.0,typ,1.0,4,attchd,rfn,870.0,ta,192.0,248900.0,vinyl,1,1.0,0
423,2201.0,rl,60.0,7200.0,0,lvl,corner,gtl,swisu,feedr,1fam,1.5fin,5.0,1937.0,gable,brkface,252.0,3,brktil,4,1,alq,569.0,unf,162.0,731.0,5,981.0,787.0,1768.0,1.0,1.0,1.0,4,7.0,typ,2.0,3,detchd,unf,240.0,ta,0.0,175000.0,wood,0,1.0,0
424,2545.0,rl,80.0,8800.0,0,lvl,inside,gtl,names,rran,2fmcon,1story,6.0,1965.0,hip,none,0.0,3,pconc,3,2,alq,901.0,blq,34.0,1187.0,5,1565.0,0.0,1565.0,1.0,2.0,0.0,4,7.0,min1,2.0,3,attchd,rfn,299.0,ta,200.0,185900.0,brick,1,1.0,0
425,2660.0,rm,60.0,10800.0,0,lvl,inside,gtl,oldtown,norm,1fam,2.5unf,7.0,1914.0,gable,none,0.0,3,brktil,4,2,rec,390.0,unf,490.0,880.0,2,880.0,888.0,1768.0,0.0,1.0,1.0,3,6.0,typ,2.0,3,detchd,unf,320.0,ta,0.0,163000.0,wood,1,1.0,0
426,2882.0,c (all),50.0,9000.0,0,lvl,inside,gtl,idotrr,norm,2fmcon,1.5fin,5.0,1951.0,gable,none,0.0,2,cblock,3,2,unf,0.0,unf,660.0,660.0,3,1060.0,336.0,1396.0,0.0,2.0,0.0,3,8.0,min2,0.0,0,none,none,0.0,none,0.0,115000.0,wood,0,0.0,0
427,1379.0,rl,80.0,13014.0,0,lvl,inside,gtl,sawyer,norm,1fam,slvl,6.0,1978.0,gable,brkface,39.0,3,cblock,3,3,alq,528.0,unf,480.0,1008.0,3,1096.0,0.0,1096.0,1.0,1.0,0.0,3,6.0,typ,1.0,2,attchd,unf,484.0,ta,168.0,157500.0,wood,0,0.0,0
428,491.0,rl,63.0,15896.0,2,lvl,culdsac,gtl,gilbert,rrnn,1fam,2story,7.0,1999.0,gable,brkface,210.0,4,pconc,4,1,alq,913.0,unf,264.0,1177.0,5,1223.0,1089.0,2312.0,1.0,2.0,1.0,4,8.0,typ,1.0,3,builtin,fin,658.0,ta,298.0,245000.0,vinyl,0,0.0,0
429,1002.0,rl,41.0,5395.0,1,hls,inside,gtl,stonebr,norm,twnhse,1story,8.0,1993.0,gable,none,0.0,4,pconc,4,1,glq,733.0,unf,604.0,1337.0,4,1337.0,0.0,1337.0,1.0,2.0,0.0,4,5.0,typ,1.0,3,attchd,rfn,462.0,ta,96.0,180000.0,wood,0,0.0,0
430,1848.0,fv,73.0,5105.0,2,lvl,fr2,gtl,somerst,norm,twnhse,2story,7.0,2004.0,gable,none,0.0,4,pconc,4,1,glq,239.0,unf,312.0,551.0,5,551.0,551.0,1102.0,0.0,2.0,1.0,4,4.0,typ,0.0,0,detchd,unf,480.0,ta,0.0,148800.0,metal,1,0.0,0
431,1455.0,rl,75.0,9473.0,0,lvl,inside,gtl,collgcr,norm,1fam,2story,8.0,2002.0,gable,none,0.0,4,pconc,4,1,glq,804.0,unf,324.0,1128.0,5,1128.0,903.0,2031.0,1.0,2.0,1.0,4,7.0,typ,1.0,4,attchd,rfn,577.0,ta,0.0,237000.0,vinyl,1,0.0,0
432,908.0,rl,60.0,8400.0,0,bnk,inside,gtl,swisu,norm,1fam,1story,2.0,1920.0,gable,none,0.0,3,cblock,3,1,rec,290.0,unf,0.0,290.0,3,438.0,0.0,438.0,0.0,1.0,0.0,2,3.0,typ,0.0,0,detchd,unf,246.0,ta,0.0,60000.0,wood,0,1.0,0
433,1490.0,rl,64.0,12102.0,0,lvl,inside,gtl,edwards,norm,1fam,sfoyer,5.0,1976.0,gable,brkface,222.0,3,cblock,4,4,alq,456.0,unf,0.0,456.0,5,1033.0,0.0,1033.0,0.0,1.0,0.0,3,6.0,typ,0.0,0,builtin,rfn,504.0,ta,224.0,165000.0,wood,0,0.0,0
434,1465.0,rl,41.0,10905.0,2,lvl,culdsac,gtl,collgcr,norm,1fam,2story,7.0,2003.0,gable,none,0.0,4,pconc,4,1,unf,0.0,unf,1129.0,1129.0,5,1129.0,1198.0,2327.0,0.0,2.0,1.0,4,9.0,typ,1.0,4,builtin,rfn,596.0,ta,0.0,240000.0,vinyl,1,0.0,0
