,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
234,1088.0,528235180.0,80.0,rl,59.0,9587.0,pave,none,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,slvl,7.0,5.0,2005.0,2005.0,gable,compshg,vinylsd,vinylsd,stone,182.0,gd,ta,pconc,gd,ta,gd,glq,655.0,unf,0.0,201.0,856.0,gasa,ex,y,sbrkr,1166.0,0.0,0.0,1166.0,1.0,0.0,2.0,0.0,2.0,1.0,gd,5.0,typ,0.0,none,attchd,2005.0,fin,2.0,400.0,ta,ta,y,212.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,7.0,2008.0,wd ,190000.0
235,698.0,902105060.0,70.0,rm,90.0,9900.0,pave,none,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,2story,5.0,8.0,1910.0,2002.0,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,504.0,504.0,gasa,ex,y,sbrkr,764.0,700.0,0.0,1464.0,0.0,0.0,2.0,0.0,3.0,1.0,ta,7.0,typ,0.0,none,none,0.0,none,0.0,0.0,none,none,n,0.0,0.0,176.0,0.0,0.0,0.0,none,none,none,0.0,3.0,2009.0,wd ,129000.0
236,1896.0,534425015.0,20.0,rl,72.0,22002.0,pave,none,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,6.0,7.0,1959.0,1991.0,gable,compshg,metalsd,metalsd,brkface,136.0,ta,gd,cblock,ta,ta,mn,alq,1386.0,unf,0.0,206.0,1592.0,gasa,gd,y,sbrkr,1652.0,0.0,0.0,1652.0,1.0,0.0,1.0,1.0,3.0,1.0,gd,6.0,typ,1.0,gd,attchd,1959.0,rfn,2.0,510.0,ta,ta,y,0.0,0.0,0.0,0.0,201.0,0.0,none,none,none,0.0,7.0,2007.0,wd ,200000.0
237,628.0,535126010.0,60.0,rl,100.0,13000.0,pave,none,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,2story,6.0,6.0,1968.0,1968.0,gable,compshg,vinylsd,vinylsd,brkface,576.0,ta,gd,cblock,gd,ta,no,rec,448.0,unf,0.0,448.0,896.0,gasa,ta,y,sbrkr,1182.0,960.0,0.0,2142.0,0.0,0.0,2.0,1.0,4.0,1.0,gd,8.0,typ,1.0,gd,attchd,1968.0,fin,1.0,509.0,ta,ta,y,0.0,72.0,0.0,0.0,252.0,0.0,none,none,none,0.0,6.0,2009.0,wd ,193500.0
238,1212.0,534403050.0,20.0,rl,75.0,8250.0,pave,none,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6.0,7.0,1964.0,1964.0,hip,compshg,hdboard,hdboard,stone,260.0,ta,ta,cblock,gd,ta,no,rec,787.0,unf,0.0,305.0,1092.0,gasa,ex,y,sbrkr,1092.0,0.0,0.0,1092.0,1.0,0.0,1.0,0.0,3.0,1.0,ta,6.0,typ,0.0,none,attchd,1964.0,rfn,2.0,504.0,ta,gd,y,0.0,0.0,0.0,0.0,0.0,0.0,none,mnprv,none,0.0,7.0,2008.0,wd ,145000.0
239,2864.0,909280070.0,50.0,rl,81.0,8170.0,pave,none,ir1,lvl,allpub,inside,gtl,crawfor,norm,norm,1fam,1.5fin,7.0,7.0,1929.0,1950.0,gable,compshg,stucco,wd sdng,brkface,270.0,gd,gd,brktil,ta,ta,no,alq,526.0,unf,0.0,496.0,1022.0,gasa,ex,y,fusea,1122.0,549.0,0.0,1671.0,0.0,0.0,2.0,0.0,4.0,1.0,ta,7.0,typ,1.0,gd,detchd,1963.0,unf,2.0,451.0,ta,ta,y,0.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,2.0,2006.0,wd ,218000.0
240,2740.0,905451050.0,20.0,rl,80.0,12048.0,pave,none,reg,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1story,5.0,6.0,1952.0,2002.0,gable,compshg,wd sdng,wd sdng,brkface,232.0,ta,ta,slab,none,none,none,none,0.0,none,0.0,0.0,0.0,gasa,gd,y,sbrkr,1488.0,0.0,0.0,1488.0,0.0,0.0,1.0,0.0,3.0,1.0,ta,7.0,typ,1.0,ex,attchd,2002.0,rfn,2.0,569.0,ta,ta,y,0.0,189.0,36.0,0.0,348.0,0.0,none,none,none,0.0,4.0,2006.0,wd ,135000.0
241,2560.0,534475160.0,20.0,rl,89.0,10858.0,pave,none,reg,lvl,allpub,corner,gtl,names,feedr,norm,1fam,1story,5.0,6.0,1952.0,1952.0,gable,compshg,wd sdng,plywood,stone,150.0,ta,gd,cblock,ta,ta,mn,lwq,40.0,unf,0.0,1404.0,1444.0,gasa,ex,y,sbrkr,1624.0,0.0,0.0,1624.0,1.0,0.0,1.0,0.0,2.0,1.0,ta,6.0,min1,1.0,gd,attchd,1952.0,rfn,1.0,240.0,ta,ta,y,0.0,40.0,324.0,0.0,0.0,0.0,none,mnprv,none,0.0,7.0,2006.0,wd ,146500.0
242,1716.0,528174010.0,120.0,rl,61.0,7577.0,pave,none,ir1,lvl,allpub,corner,gtl,nridght,norm,norm,twnhse,1story,6.0,5.0,2005.0,2006.0,gable,compshg,vinylsd,vinylsd,stone,256.0,gd,ta,pconc,gd,ta,av,alq,20.0,unf,0.0,1342.0,1362.0,gasa,ex,y,sbrkr,1362.0,0.0,0.0,1362.0,0.0,0.0,2.0,0.0,2.0,1.0,gd,6.0,typ,1.0,gd,attchd,2005.0,rfn,2.0,460.0,ta,ta,y,192.0,28.0,0.0,0.0,0.0,0.0,none,none,none,0.0,6.0,2007.0,wd ,194700.0
243,1130.0,528488140.0,20.0,fv,62.0,7500.0,pave,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,7.0,5.0,2007.0,2008.0,gable,compshg,cemntbd,cmentbd,stone,210.0,gd,ta,pconc,gd,ta,no,glq,902.0,unf,0.0,316.0,1218.0,gasa,ex,y,sbrkr,1218.0,0.0,0.0,1218.0,1.0,0.0,2.0,0.0,2.0,1.0,gd,6.0,typ,0.0,none,attchd,2008.0,fin,2.0,462.0,ta,ta,y,168.0,168.0,0.0,0.0,0.0,0.0,none,none,none,0.0,4.0,2008.0,new,230348.0
244,201.0,903234050.0,30.0,rm,51.0,6120.0,pave,none,reg,lvl,allpub,inside,gtl,oldtown,artery,norm,1fam,1story,6.0,5.0,1923.0,1950.0,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,brktil,fa,fa,no,alq,960.0,unf,0.0,164.0,1124.0,gasa,ta,y,sbrkr,1068.0,0.0,0.0,1068.0,1.0,0.0,1.0,0.0,2.0,1.0,ta,5.0,typ,1.0,gd,detchd,1923.0,unf,1.0,288.0,ta,ta,y,0.0,0.0,128.0,0.0,0.0,0.0,none,none,none,0.0,3.0,2010.0,wd ,109500.0
245,2886.0,913350030.0,20.0,rl,69.0,23580.0,pave,none,ir1,lvl,allpub,inside,mod,mitchel,norm,norm,1fam,1story,6.0,6.0,1979.0,1979.0,gable,compshg,plywood,plywood,none,0.0,ta,ta,cblock,gd,ta,gd,glq,776.0,unf,0.0,849.0,1625.0,gasa,ta,y,sbrkr,1625.0,0.0,0.0,1625.0,0.0,1.0,2.0,0.0,3.0,1.0,fa,6.0,typ,1.0,ta,attchd,1979.0,fin,2.0,576.0,ta,ta,y,136.0,28.0,0.0,0.0,0.0,0.0,none,none,none,0.0,9.0,2006.0,wd ,242500.0
246,2328.0,527190050.0,160.0,rl,44.0,5306.0,pave,none,ir1,lvl,allpub,inside,gtl,stonebr,norm,norm,twnhse,2story,7.0,7.0,1987.0,1987.0,gable,compshg,hdboard,hdboard,none,0.0,gd,gd,pconc,gd,gd,no,glq,495.0,rec,215.0,354.0,1064.0,gasa,gd,y,sbrkr,1064.0,703.0,0.0,1767.0,1.0,0.0,2.0,0.0,2.0,1.0,gd,5.0,typ,1.0,ta,attchd,1987.0,rfn,2.0,504.0,gd,ta,y,441.0,35.0,0.0,0.0,0.0,0.0,none,none,none,0.0,6.0,2006.0,wd ,239000.0
247,2583.0,535301150.0,20.0,rl,70.0,8092.0,pave,none,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6.0,8.0,1954.0,2000.0,hip,compshg,wd sdng,wd sdng,brkface,176.0,ta,gd,cblock,ta,ta,no,alq,824.0,unf,0.0,226.0,1050.0,gasa,ex,y,sbrkr,1050.0,0.0,0.0,1050.0,1.0,0.0,1.0,0.0,3.0,1.0,gd,6.0,typ,0.0,none,attchd,1954.0,rfn,1.0,286.0,ta,ta,y,0.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,6.0,2006.0,wd ,156000.0
248,1206.0,534277060.0,20.0,rl,77.0,8593.0,pave,none,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,4.0,6.0,1957.0,1957.0,hip,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,rec,288.0,unf,0.0,619.0,907.0,gasa,ex,y,sbrkr,907.0,0.0,0.0,907.0,0.0,0.0,1.0,0.0,3.0,1.0,ta,5.0,typ,0.0,none,detchd,1964.0,unf,1.0,352.0,ta,ta,y,0.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,7.0,2008.0,wd ,109008.0
249,2242.0,910206010.0,50.0,rm,64.0,11067.0,pave,none,reg,lvl,allpub,corner,gtl,idotrr,norm,norm,1fam,1.5fin,2.0,4.0,1939.0,1950.0,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,brktil,none,none,none,none,0.0,none,0.0,0.0,0.0,gasa,ex,y,sbrkr,640.0,0.0,205.0,845.0,0.0,0.0,1.0,0.0,1.0,1.0,ta,4.0,maj2,0.0,none,detchd,1950.0,unf,1.0,256.0,ta,fa,n,48.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,3.0,2007.0,wd ,68104.0
250,1105.0,528363020.0,60.0,rl,88.5,11929.0,pave,none,ir1,lvl,allpub,culdsac,gtl,noridge,norm,norm,1fam,2story,8.0,7.0,1995.0,1995.0,gable,compshg,vinylsd,vinylsd,brkface,466.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,1242.0,1242.0,gasa,ex,y,sbrkr,1251.0,1250.0,0.0,2501.0,0.0,0.0,2.0,1.0,4.0,1.0,gd,9.0,typ,1.0,ta,attchd,1995.0,rfn,3.0,751.0,ta,ta,y,192.0,87.0,0.0,0.0,0.0,0.0,none,none,none,0.0,6.0,2008.0,wd ,290000.0
251,121.0,534401110.0,20.0,rl,90.0,9900.0,pave,none,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,5.0,5.0,1966.0,1966.0,hip,compshg,hdboard,hdboard,none,0.0,ta,ta,pconc,gd,ta,no,blq,1059.0,unf,0.0,150.0,1209.0,gasa,gd,y,sbrkr,1209.0,0.0,0.0,1209.0,1.0,0.0,1.0,0.0,3.0,1.0,ta,6.0,typ,0.0,none,attchd,1966.0,rfn,2.0,504.0,ta,ta,y,0.0,0.0,120.0,0.0,0.0,0.0,none,none,none,0.0,4.0,2010.0,conld,159000.0
252,1223.0,534453140.0,70.0,rl,50.0,4882.0,pave,none,ir1,bnk,allpub,inside,mod,brkside,rran,feedr,1fam,2story,4.0,7.0,1937.0,1950.0,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,pconc,ta,ta,no,rec,120.0,unf,0.0,228.0,348.0,gasa,ta,y,sbrkr,453.0,453.0,0.0,906.0,0.0,0.0,1.0,0.0,2.0,1.0,ta,5.0,typ,0.0,none,basment,1937.0,unf,1.0,231.0,fa,ta,y,0.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,9.0,2008.0,wd ,87000.0
253,265.0,907252120.0,20.0,rl,70.0,11423.0,pave,none,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,8.0,5.0,2001.0,2002.0,gable,compshg,vinylsd,vinylsd,brkface,479.0,gd,ta,pconc,gd,ta,av,glq,1358.0,unf,0.0,223.0,1581.0,gasa,ex,y,sbrkr,1601.0,0.0,0.0,1601.0,1.0,0.0,2.0,0.0,3.0,1.0,gd,6.0,typ,1.0,ta,attchd,2001.0,rfn,2.0,670.0,ta,ta,y,180.0,0.0,0.0,0.0,0.0,0.0,none,mnprv,shed,2000.0,5.0,2010.0,wd ,272000.0
254,2813.0,907414040.0,20.0,rl,65.0,8772.0,pave,none,reg,lvl,allpub,fr2,gtl,collgcr,norm,norm,1fam,1story,7.0,5.0,2005.0,2006.0,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,mn,glq,996.0,unf,0.0,340.0,1336.0,gasa,ex,y,sbrkr,1336.0,0.0,0.0,1336.0,1.0,0.0,2.0,0.0,3.0,1.0,gd,6.0,typ,0.0,none,attchd,2005.0,unf,2.0,502.0,ta,ta,y,136.0,43.0,0.0,0.0,0.0,0.0,none,none,none,0.0,9.0,2006.0,new,198000.0
255,1294.0,902109120.0,50.0,rm,63.0,7628.0,pave,none,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1.5fin,4.0,6.0,1940.0,1985.0,gable,compshg,metalsd,metalsd,none,0.0,ta,gd,brktil,ta,ta,no,unf,0.0,unf,0.0,801.0,801.0,gasa,gd,y,fusea,1095.0,561.0,0.0,1656.0,0.0,0.0,2.0,0.0,2.0,1.0,ta,8.0,mod,0.0,none,detchd,1958.0,unf,2.0,440.0,ta,ta,y,187.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,5.0,2008.0,wd ,119164.0
256,2745.0,905477010.0,20.0,rl,77.0,8335.0,pave,none,reg,lvl,allpub,corner,gtl,edwards,norm,norm,1fam,1story,5.0,5.0,1954.0,1954.0,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,slab,none,none,none,none,0.0,none,0.0,0.0,0.0,gasa,gd,y,sbrkr,1124.0,0.0,0.0,1124.0,0.0,0.0,1.0,0.0,3.0,1.0,ta,5.0,min2,1.0,gd,none,0.0,none,0.0,0.0,none,none,n,0.0,36.0,190.0,0.0,0.0,0.0,none,none,none,0.0,4.0,2006.0,wd ,93000.0
257,1094.0,528280180.0,60.0,rl,71.0,8220.0,pave,none,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,7.0,5.0,2000.0,2001.0,gable,compshg,vinylsd,vinylsd,brkface,647.0,gd,ta,pconc,gd,ta,av,glq,544.0,unf,0.0,438.0,982.0,gasa,ex,y,sbrkr,1008.0,884.0,0.0,1892.0,0.0,0.0,2.0,1.0,3.0,1.0,ta,8.0,typ,1.0,ta,attchd,2000.0,rfn,2.0,431.0,ta,ta,y,108.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,7.0,2008.0,wd ,226750.0
258,651.0,535353140.0,190.0,rl,107.0,10615.0,pave,none,ir1,bnk,allpub,corner,mod,oldtown,artery,artery,2fmcon,2story,3.0,5.0,1900.0,1970.0,gable,compshg,hdboard,hdboard,none,0.0,ta,ta,cblock,fa,ta,mn,blq,440.0,unf,0.0,538.0,978.0,gasa,ta,y,sbrkr,1014.0,685.0,0.0,1699.0,1.0,0.0,2.0,0.0,3.0,2.0,ta,7.0,typ,0.0,none,carport,1920.0,unf,2.0,420.0,fa,fa,y,0.0,74.0,0.0,0.0,0.0,0.0,none,none,none,0.0,8.0,2009.0,wd ,95000.0
259,198.0,903228150.0,50.0,rm,50.0,6000.0,pave,none,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,6.0,7.0,1948.0,1950.0,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,cblock,ta,ta,no,rec,300.0,unf,0.0,480.0,780.0,gasa,ta,y,sbrkr,780.0,636.0,0.0,1416.0,0.0,0.0,1.0,1.0,3.0,1.0,ta,6.0,typ,0.0,none,detchd,1948.0,unf,1.0,312.0,ta,ta,p,221.0,0.0,48.0,0.0,0.0,0.0,none,none,none,0.0,3.0,2010.0,wd ,139900.0
260,131.0,534451150.0,30.0,rl,55.0,5350.0,pave,none,ir1,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1story,3.0,2.0,1940.0,1966.0,gable,compshg,wd sdng,plywood,none,0.0,ta,po,cblock,ta,ta,no,unf,0.0,unf,0.0,728.0,728.0,gasa,ex,y,sbrkr,1306.0,0.0,0.0,1306.0,0.0,0.0,1.0,0.0,3.0,1.0,fa,6.0,mod,0.0,none,none,0.0,none,0.0,0.0,none,none,y,263.0,0.0,0.0,0.0,0.0,0.0,none,gdwo,shed,450.0,5.0,2010.0,wd ,76500.0
261,1258.0,535380110.0,30.0,rl,60.0,5400.0,pave,none,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,1story,4.0,7.0,1940.0,2005.0,gambrel,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,ta,ta,no,unf,0.0,unf,0.0,672.0,672.0,gasa,gd,y,sbrkr,672.0,0.0,0.0,672.0,0.0,0.0,1.0,0.0,2.0,1.0,ta,4.0,typ,0.0,none,detchd,1997.0,unf,1.0,308.0,ta,ta,n,88.0,108.0,0.0,0.0,0.0,0.0,none,none,none,0.0,7.0,2008.0,wd ,86900.0
262,1599.0,923227030.0,20.0,rl,74.0,17979.0,pave,none,ir1,lvl,allpub,corner,gtl,mitchel,norm,norm,1fam,1story,5.0,6.0,1968.0,1968.0,gable,compshg,plywood,plywood,none,0.0,ta,gd,cblock,ta,ta,no,alq,785.0,unf,0.0,328.0,1113.0,gasa,ex,y,sbrkr,1160.0,0.0,0.0,1160.0,1.0,0.0,1.0,0.0,3.0,1.0,gd,6.0,typ,0.0,none,attchd,1968.0,unf,1.0,257.0,ta,ta,y,81.0,0.0,0.0,0.0,0.0,0.0,none,gdwo,shed,500.0,2.0,2008.0,wd ,152500.0
263,1508.0,908250090.0,20.0,rl,68.0,9520.0,pave,none,reg,bnk,allpub,inside,mod,edwards,norm,norm,1fam,1story,4.0,5.0,1953.0,1953.0,gable,compshg,metalsd,metalsd,stone,115.0,ta,ta,cblock,gd,ta,no,rec,767.0,unf,0.0,144.0,911.0,gasa,ta,y,sbrkr,930.0,0.0,0.0,930.0,0.0,0.0,1.0,0.0,2.0,1.0,ta,5.0,typ,0.0,none,attchd,1953.0,rfn,1.0,286.0,ta,ta,y,134.0,0.0,0.0,0.0,0.0,0.0,none,mnprv,gar2,3000.0,5.0,2008.0,wd ,99000.0
264,615.0,534450150.0,30.0,rl,50.0,5330.0,pave,none,reg,hls,allpub,inside,gtl,brkside,norm,norm,1fam,1story,4.0,7.0,1940.0,1950.0,hip,compshg,vinylsd,vinylsd,none,0.0,fa,ta,cblock,ta,ta,no,lwq,280.0,unf,0.0,140.0,420.0,gasa,gd,y,sbrkr,708.0,0.0,0.0,708.0,0.0,0.0,1.0,0.0,2.0,1.0,fa,5.0,typ,0.0,none,none,0.0,none,0.0,0.0,none,none,y,164.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,12.0,2009.0,wd ,82500.0
265,1815.0,531451030.0,120.0,rl,50.0,8012.0,pave,none,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,twnhse,1story,6.0,5.0,1992.0,1992.0,gable,compshg,plywood,imstucc,none,0.0,gd,ta,pconc,gd,ta,no,glq,430.0,unf,0.0,1145.0,1575.0,gasa,gd,y,sbrkr,1575.0,0.0,0.0,1575.0,1.0,0.0,2.0,0.0,2.0,1.0,gd,5.0,typ,0.0,none,attchd,1992.0,rfn,2.0,529.0,ta,ta,y,0.0,0.0,52.0,0.0,0.0,0.0,none,none,none,0.0,7.0,2007.0,wd ,179200.0
266,2712.0,905105010.0,20.0,rl,75.0,9000.0,pave,none,reg,lvl,allpub,corner,gtl,sawyer,norm,norm,1fam,1story,5.0,6.0,1966.0,1966.0,gable,compshg,plywood,plywood,none,0.0,ta,ta,cblock,ta,ta,no,alq,773.0,unf,0.0,286.0,1059.0,gasa,gd,y,sbrkr,1059.0,0.0,0.0,1059.0,1.0,0.0,1.0,0.0,3.0,1.0,ta,6.0,typ,0.0,none,attchd,1966.0,fin,1.0,286.0,ta,ta,y,0.0,88.0,0.0,0.0,0.0,0.0,none,gdwo,none,0.0,6.0,2006.0,wd ,142500.0
267,2051.0,905101070.0,20.0,rl,62.0,14299.0,pave,none,reg,lvl,allpub,inside,gtl,sawyer,feedr,norm,1fam,1story,4.0,3.0,1964.0,1964.0,gable,compshg,hdboard,hdboard,none,0.0,ta,ta,cblock,ta,ta,no,rec,513.0,lwq,144.0,348.0,1005.0,gasa,ta,y,sbrkr,1005.0,0.0,0.0,1005.0,1.0,0.0,1.0,0.0,3.0,1.0,ta,5.0,typ,0.0,none,detchd,1964.0,unf,2.0,440.0,ta,ta,n,0.0,0.0,0.0,0.0,0.0,0.0,none,mnprv,none,0.0,7.0,2007.0,wd ,115400.0
268,1863.0,534104090.0,60.0,fv,73.0,7050.0,pave,none,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,2story,7.0,5.0,2001.0,2001.0,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,738.0,unf,0.0,319.0,1057.0,gasa,ex,y,sbrkr,1057.0,872.0,0.0,1929.0,1.0,0.0,2.0,1.0,3.0,1.0,gd,7.0,typ,1.0,ta,attchd,2001.0,fin,2.0,650.0,ta,ta,y,0.0,235.0,0.0,0.0,0.0,0.0,none,none,none,0.0,5.0,2007.0,wd ,226000.0
269,2510.0,533212130.0,160.0,fv,30.0,3180.0,pave,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,twnhse,2story,7.0,5.0,2005.0,2005.0,gable,compshg,metalsd,metalsd,none,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,600.0,600.0,gasa,ex,y,sbrkr,520.0,600.0,80.0,1200.0,0.0,0.0,2.0,1.0,2.0,1.0,gd,4.0,typ,0.0,none,detchd,2005.0,rfn,2.0,480.0,ta,ta,y,0.0,166.0,0.0,0.0,0.0,0.0,none,none,none,0.0,4.0,2006.0,wd ,144152.0
270,1069.0,528178090.0,60.0,rl,112.0,16451.0,pave,none,ir1,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,2story,8.0,5.0,2003.0,2003.0,gable,compshg,vinylsd,vinylsd,brkface,221.0,gd,ta,pconc,ex,ta,gd,unf,0.0,unf,0.0,1765.0,1765.0,gasa,ex,y,sbrkr,1804.0,886.0,0.0,2690.0,0.0,0.0,2.0,1.0,4.0,1.0,gd,9.0,typ,1.0,gd,builtin,2003.0,fin,3.0,795.0,ta,ta,y,268.0,58.0,0.0,0.0,0.0,0.0,none,none,none,0.0,7.0,2008.0,wd ,370000.0
271,336.0,923276030.0,20.0,rl,76.0,12887.0,pave,none,reg,lvl,allpub,inside,gtl,mitchel,norm,norm,1fam,1story,5.0,7.0,1984.0,1984.0,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,cblock,gd,ta,mn,rec,207.0,glq,590.0,36.0,833.0,gasa,ta,y,sbrkr,833.0,0.0,0.0,833.0,1.0,0.0,1.0,0.0,2.0,1.0,gd,5.0,typ,0.0,none,attchd,1984.0,unf,2.0,495.0,ta,ta,y,431.0,0.0,0.0,0.0,0.0,0.0,none,mnprv,none,0.0,4.0,2010.0,wd ,149900.0
272,2417.0,528221100.0,60.0,rl,105.0,15578.0,pave,none,ir1,lvl,allpub,corner,gtl,gilbert,norm,norm,1fam,2story,6.0,5.0,2006.0,2006.0,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,728.0,728.0,gasa,gd,y,sbrkr,728.0,728.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,ta,8.0,typ,0.0,none,attchd,2006.0,rfn,2.0,429.0,ta,ta,y,0.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,5.0,2006.0,new,172785.0
273,1962.0,535451110.0,20.0,rl,60.0,7200.0,pave,none,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5.0,8.0,1950.0,2002.0,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,cblock,ta,ta,no,alq,398.0,blq,149.0,317.0,864.0,gasa,gd,y,sbrkr,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,3.0,1.0,gd,5.0,typ,0.0,none,detchd,1980.0,rfn,2.0,720.0,ta,ta,y,194.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,7.0,2007.0,wd ,129000.0
274,372.0,527302175.0,20.0,rl,48.0,17043.0,pave,none,ir1,lvl,allpub,culdsac,gtl,nwames,norm,norm,1fam,1story,6.0,5.0,1979.0,1998.0,gable,compshg,hdboard,hdboard,none,0.0,ta,gd,cblock,gd,fa,no,unf,0.0,unf,0.0,1362.0,1362.0,gasa,ta,y,sbrkr,1586.0,0.0,0.0,1586.0,0.0,0.0,2.0,0.0,3.0,1.0,ta,7.0,typ,1.0,ta,attchd,1979.0,unf,2.0,435.0,ta,ta,y,192.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,1.0,2009.0,wd ,181000.0
275,2578.0,535178100.0,80.0,rl,125.0,10000.0,pave,none,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,slvl,5.0,6.0,1956.0,1956.0,hip,compshg,wd sdng,wd sdng,brkface,272.0,ta,ta,cblock,ta,ta,av,blq,678.0,rec,281.0,99.0,1058.0,gasa,ex,y,sbrkr,1370.0,0.0,0.0,1370.0,1.0,0.0,1.0,0.0,3.0,1.0,ta,6.0,typ,1.0,ta,basment,1956.0,rfn,1.0,300.0,ta,ta,y,191.0,0.0,0.0,0.0,120.0,0.0,none,mnprv,none,0.0,2.0,2006.0,wd ,148000.0
276,2824.0,908130020.0,20.0,rl,75.0,8050.0,pave,none,reg,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1story,6.0,5.0,2002.0,2002.0,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,av,glq,475.0,alq,297.0,142.0,914.0,gasa,ex,y,sbrkr,914.0,0.0,0.0,914.0,1.0,0.0,1.0,0.0,2.0,1.0,gd,4.0,typ,0.0,none,none,0.0,none,0.0,0.0,none,none,n,32.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,4.0,2006.0,wd ,117250.0
